爱不爱	abai
纳粹主义	ncvy
内存泄漏	ncxl
怒从心起	ncxq
内存溢出	ncyi
男大当婚	nddh
女大当嫁	nddj
拿刀动杖	nddv
泥多佛大	ndfd
脑袋瓜儿	ndge
牛刀割鸡	ndgj
脑袋瓜子	ndgz
难得糊涂	ndht
拿得出手	ndiu
年代久远	ndjy
男盗女娼	ndni
女大难留	ndnl
拿定主意	ndvy
你东我西	ndwx
牛刀小试	ndxu
鸟道羊肠	ndyi
难得一见	ndyj
涅而不渝	neby
逆耳良言	nely
逆耳之言	nevy
你恩我爱	newa
南风不竞	nfbj
弄斧班门	nfbm
难分伯仲	nfbv
逆风恶浪	nfel
怒发冲冠	nfig
农副产品	nfip
年富力强	nflq
内分泌腺	nfmx
难分难解	nfnj
难分难舍	nfnu
拟非其伦	nfql
弄粉调脂	nftv
年丰时稔	nfur
难分上下	nfux
年丰物阜	nfwf
弄法舞文	nfww
逆反心理	nfxl
年复一年	nfyn
年过半百	ngbb
年谷不登	ngbd
泥古不化	ngbh
纳垢藏污	ngcw
拈弓搭箭	ngdj
年高德劭	ngdu
南国风光	ngfg
泥古非今	ngfj
年过花甲	nghj
纳贡称臣	ngii
南冠楚囚	ngiq
弄鬼弄神	ngnu
难割难舍	ngnu
男耕女织	ngnv
难更仆数	ngpu
能工巧匠	ngqj
年过三十	ngsu
泥古守旧	nguj
牛鬼蛇神	nguu
能歌善舞	nguw
辇毂之下	ngvx
内顾之忧	ngvy
年高望重	ngwv
南郭先生	ngxu
内阁总理	ngzl
奈何不得	nhbd
耐火材料	nhcl
南回归线	nhgx
怒火攻心	nhgx
怒火冲天	nhit
男欢女爱	nhna
拈毫弄管	nhng
男婚女嫁	nhnj
拈花弄柳	nhnl
男婚女聘	nhnp
耐火黏土	nhnt
拈花惹草	nhrc
年华似水	nhsu
怒火中烧	nhvu
呐喊助威	nhvw
你好我好	nhwh
难乎为继	nhwj
怒火万丈	nhwv
浓厚兴趣	nhxq
呐喊摇旗	nhyq
啮齿动物	nidw
能吃能喝	ninh
能吃能睡	ninu
南昌起义	niqy
内查外调	niwd
泥车瓦狗	niwg
拧成一股	niyg
逆臣贼子	nizz
南橘北枳	njbv
蹑蹻担簦	njdd
南金东箭	njdj
农家肥料	njfl
怒极反笑	njfx
鸟尽弓藏	njgc
年近古稀	njgx
年近花甲	njhj
弄假成真	njiv
鸟集鳞萃	njlc
尼加拉瓜	njlg
难解难分	njnf
女嫁男婚	njnh
蹑脚蹑手	njnu
能近取譬	njqp
年纪轻轻	njqq
匿迹潜形	njqx
纳谏如流	njrl
年近岁逼	njsb
内疚神明	njum
年久失修	njux
纳屦踵决	njvj
驽蹇之乘	njvu
宁静致远	njvy
你敬我爱	njwa
内紧外松	njws
匿迹销声	njxu
鸟惊鱼骇	njyh
鸟惊鱼溃	njyk
鸟惊鱼散	njys
囊空如洗	nkrx
囊括四海	nksh
讷口少言	nkuy
牛口之下	nkvx
扭亏为盈	nkwy
囊空羞涩	nkxs
南柯一梦	nkym
扭亏增盈	nkzy
南粮北调	nlbd
哪里不好	nlbh
南来北去	nlbq
弄了半天	nlbt
南来北往	nlbw
内陆地区	nldq
逆流而上	nleu
努力奋斗	nlfd
囊漏储中	nliv
囊里盛锥	nliv
纳履决踵	nljv
脑力劳动	nlld
年老力衰	nllu
弄柳拈花	nlnh
弄来弄去	nlnq
挠了挠头	nlnt
男来女往	nlnw
能力所及	nlsj
年老色衰	nlsu
能力突出	nlti
扭力天平	nltp
年老体弱	nltr
年老体衰	nltu
奴隶社会	nluh
逆来顺受	nluu
女流之辈	nlvb
奴隶制度	nlvd
纳履踵决	nlvj
牛郎织女	nlvn
囊漏贮中	nlvv
拿来主义	nlvy
你怜我爱	nlwa
你来我去	nlwq
逆理违天	nlwt
你来我往	nlww
内联外引	nlwy
纳米比亚	nmby
浓眉大眼	nmdy
怒目而视	nmeu
难鸣孤掌	nmgv
怒目横眉	nmhm
匿名函数	nmhu
脑满肠肥	nmif
南面称尊	nmiz
牛马襟裾	nmjj
农民阶级	nmjj
弄眉挤眼	nmjy
驽马恋栈	nmlv
驽马铅刀	nmqd
农民起义	nmqy
年迈体弱	nmtr
能谋善断	nmud
农贸市场	nmui
驽马十驾	nmuj
浓墨重彩	nmvc
农民战争	nmvv
农民协会	nmxh
忸怩不安	nnba
念念不舍	nnbu
念念不忘	nnbw
男女不限	nnbx
男女搭配	nndp
黏黏糊糊	nnhh
南南合作	nnhz
怒猊抉石	nnju
难能可贵	nnkg
怒猊渴骥	nnkj
男女老少	nnlu
诺诺连声	nnlu
男女老小	nnlx
男女老幼	nnly
牛年马月	nnmy
扭扭捏捏	nnnn
男女平等	nnpd
男女平权	nnpq
泥牛入海	nnrh
嗫嗫嚅嚅	nnrr
年年岁岁	nnss
囊囊突突	nntt
袅袅婷婷	nntt
能奈我何	nnwh
腻腻歪歪	nnww
喃喃细语	nnxy
呢喃细语	nnxy
男女有别	nnyb
念念有词	nnyc
年年有余	nnyy
忸怩作态	nnzt
喃喃自语	nnzy
泥蟠不滓	npbz
黏皮带骨	npdg
年迫桑榆	npsy
纳叛招亡	npvw
南腔北调	nqbd
南去北来	nqbl
南拳北腿	nqbt
怒其不争	nqbv
怒气攻心	nqgx
鸟枪换炮	nqhp
能掐会算	nqhs
怒气冲冲	nqii
怒气冲天	nqit
弄巧成拙	nqiv
怒气冲霄	nqix
年轻力壮	nqlv
浓情蜜意	nqmy
拿腔捏调	nqnd
能屈能伸	nqnu
拈轻怕重	nqpv
怒气填胸	nqtx
逆取顺守	nquu
女权主义	nqvy
宁缺毋滥	nqwl
你谦我让	nqwr
你情我愿	nqwy
囊箧萧然	nqxr
年轻有为	nqyw
拿腔作调	nqzd
拿腔作势	nqzu
鸟穷则啄	nqzv
能人辈出	nrbi
南阮北阮	nrbr
难如登天	nrdt
鸟入樊笼	nrfl
暖日和风	nrhf
耐热合金	nrhj
尼日利亚	nrly
拿人钱财	nrqc
耐人寻味	nrxw
能人异士	nryu
能忍自安	nrza
能忍则忍	nrzr
宁死不从	nsbc
宁死不屈	nsbq
宁死不辱	nsbr
纳斯达克	nsdk
拈酸吃醋	nsic
南斯拉夫	nslf
牛溲马勃	nsmb
泥塑木雕	nsmd
你死我活	nswh
你死我生	nswu
鸟散鱼溃	nsyk
逆天悖理	ntbl
逆天暴物	ntbw
脑体倒挂	ntdg
蔫头耷脑	ntdn
牛头阿旁	ntep
逆天而行	ntex
难逃法网	ntfw
逆天改命	ntgm
鸟啼花落	nthl
牛头马面	ntmm
牛童马走	ntmz
农田水利	ntul
牛蹄之涔	ntvc
牛蹄中鱼	ntvy
牛蹄之鱼	ntvy
逆天违理	ntwl
逆天行事	ntxu
年头月尾	ntyw
拿糖作醋	ntzc
南水北调	nubd
凝神屏气	nubq
逆施倒行	nudx
逆势而行	nuex
能说惯道	nugd
能说会道	nuhd
拿手好戏	nuhx
难上加难	nujn
泥沙俱下	nujx
南山可移	nuky
难舍难分	nunf
蹑手蹑脚	nunj
奶声奶气	nunq
能上能下	nunx
蹑手蹑足	nunz
南沙群岛	nuqd
年少轻狂	nuqk
年少气盛	nuqu
年深日久	nurj
年深岁久	nusj
年衰岁暮	nusm
鸟声兽心	nuux
纳士招贤	nuvx
年少无知	nuwv
内圣外王	nuww
女生外向	nuwx
逆水行舟	nuxv
年事已高	nuyg
年少有为	nuyw
霓裳羽衣	nuyy
能省则省	nuzu
难者不会	nvbh
南征北讨	nvbt
南征北战	nvbv
宁折不弯	nvbw
能者多劳	nvdl
浓妆淡抹	nvdm
南州冠冕	nvgm
能征惯战	nvgv
女中豪杰	nvhj
泥猪疥狗	nvjg
扭转局面	nvjm
鸟之将死	nvjs
泥猪癞狗	nvlg
女织男耕	nvng
闹中取静	nvqj
扭转乾坤	nvqk
年壮气锐	nvqr
年壮气盛	nvqu
扭转颓势	nvtu
能征善战	nvuv
囊中之物	nvvw
逆之者亡	nvvw
弄璋之喜	nvvx
你争我夺	nvwd
泥猪瓦狗	nvwg
你追我赶	nvwg
能者为师	nvwu
你知我知	nvwv
扭转形变	nvxb
囊中羞涩	nvxs
泥中隐刺	nvyc
浓妆艳裹	nvyg
浓妆艳抹	nvym
你中有我	nvyw
女娲补天	nwbt
纳污藏垢	nwcg
内外勾结	nwgj
内外夹攻	nwjg
宁为鸡口	nwjk
内外交困	nwjk
内外兼修	nwjx
能文能武	nwnw
能文善武	nwuw
鸟为食亡	nwuw
逆我者亡	nwvw
弄瓦之喜	nwvx
宁为玉碎	nwys
内省不疚	nxbj
恼羞变怒	nxbn
啮雪餐毡	nxcv
内心独白	nxdb
匿瑕含垢	nxhg
恼羞成怒	nxin
脑下垂体	nxit
拿下马来	nxml
难兄难弟	nxnd
逆向思维	nxsw
纳新吐故	nxtg
啮雪吞毡	nxtv
内心深处	nxui
内修外攘	nxwr
哪些问题	nxwt
乃心王室	nxwu
怒形于色	nxys
弄虚作假	nxzj
捏一把汗	nybh
年逾不惑	nybh
奴颜婢睐	nybl
拟于不伦	nybl
浓荫蔽日	nybr
奴颜婢色	nybs
暖衣饱食	nybu
南辕北辙	nybv
奴颜婢膝	nybx
南鹞北鹰	nyby
匿影藏形	nycx
牛衣对泣	nydq
难于登天	nydt
年湮代远	nydy
浓烟滚滚	nygg
难以估计	nygj
年逾古稀	nygx
能言会道	nyhd
年逾花甲	nyhj
赧颜汗下	nyhx
鸟语花香	nyhx
弄月嘲风	nyif
娘要嫁人	nyjr
拿云攫石	nyju
囊萤积雪	nyjx
能牙利齿	nyli
难以理喻	nyly
奴颜媚骨	nymg
难以名状	nymv
讷言敏行	nymx
难以逆料	nynl
能言巧辩	nyqb
农业区划	nyqh
难以启齿	nyqi
难以企及	nyqj
匿影潜形	nyqx
难以忍受	nyru
能言舌辩	nyub
能言善辩	nyub
年谊世好	nyuh
年湮世远	nyuy
蹑影追风	nyvf
宁有种乎	nyvh
难以捉摸	nyvm
难以置信	nyvx
难言之隐	nyvy
内应外合	nywh
难以挽回	nywh
内忧外患	nywh
难以为继	nywj
农业文明	nywm
你以为呢	nywn
难以为情	nywq
年幼无知	nywv
你言我语	nywy
奶油小生	nyxu
难以想象	nyxx
难以下咽	nyxy
弄月吟风	nyyf
农业银行	nyyh
难以言传	nyyi
难以预料	nyyl
难以言喻	nyyy
蹑足附耳	nzfe
孽子孤臣	nzgi
内在规律	nzgl
宁做鸡头	nzjt
拿贼见赃	nzjz
男尊女卑	nznb
男左女右	nzny
拿贼拿赃	nznz
蹑足潜踪	nzqz
年在桑榆	nzsy
挪作他用	nzty
泥足深陷	nzux
年灾月厄	nzye
逆子贼臣	nzzi
念兹在兹	nzzz
偶氮染料	odrl
藕断丝连	odsl
沤浮泡影	ofpy
耦俱无猜	ojwc
欧姆定律	omdl
鸥鸟不下	onbx
鸥水相依	ouxy
呕心滴血	oxdx
呕心镂骨	oxlg
呕心沥血	oxlx
欧亚大陆	oydl
偶影独游	oydy
呕哑嘲哳	oyvv
偶一为之	oywv
拍案而起	paeq
拍案称奇	paiq
拍案叫绝	pajj
拍案惊奇	pajq
平安无事	pawu
偏安一隅	payy
排奡纵横	pazh
潘安再世	pazu
疲惫不堪	pbbk
排兵布阵	pbbv
拍板定案	pbda
平板电脑	pbdn
平步登天	pbdt
剖蚌得珠	pbdv
迫不得已	pbdy
喷薄而出	pbei
扑鼻而来	pbel
蓬勃发展	pbfv
皮包公司	pbgs
拍板成交	pbij
潘鬓成霜	pbiu
迫不及待	pbjd
贫病交攻	pbjg
贫病交加	pbjj
贫病交迫	pbjp
贫病交侵	pbjq
迫不可待	pbkd
跑不了庙	pblm
漂不漂亮	pbpl
剖蚌求珠	pbqv
平步青霄	pbqx
平步青云	pbqy
蓬荜生辉	pbuh
蓬勃生机	pbuj
蒲鞭示辱	pbur
劈波斩浪	pbvl
蓬勃朝气	pbvq
平白无端	pbwd
漂泊无定	pbwd
平白无故	pbwg
朋比为奸	pbwj
蓬勃向上	pbxu
普遍现象	pbxx
喷薄欲出	pbyi
蓬荜增辉	pbzh
蓬筚增辉	pbzh
铺采摛文	pciw
骗财骗色	pcps
皮糙肉厚	pcrh
叵测之心	pcvx
破财消灾	pcxz
平地波澜	pdbl
平等待人	pddr
屁大点事	pddu
平地登云	pddy
平地而起	pdeq
平地风波	pdfb
平地风雷	pdfl
平等互惠	pdhh
平等互利	pdhl
庖丁解牛	pdjn
平等竞争	pdjv
平地楼台	pdlt
跑断了腿	pdlt
抛到脑后	pdnh
普度众生	pdvu
朋党之争	pdvv
平淡无奇	pdwq
平淡无味	pdww
平等相待	pdxd
排毒养颜	pdyy
品而第之	pedv
破而后立	pehl
贫而无谄	pewi
飘风暴雨	pfby
剖腹藏珠	pfcv
捧腹大笑	pfdx
贫富分化	pffh
破釜焚舟	pffv
被发拊膺	pffy
飘风过耳	pfge
平方公里	pfgl
蚍蜉撼树	pfhu
贫富差距	pfij
破釜沉舟	pfiv
批发价格	pfjg
票房价值	pfjv
飘风急雨	pfjy
平方厘米	pflm
泼妇骂街	pfmj
批风抹月	pfmy
炮凤烹龙	pfpl
破斧缺斨	pfqq
平分秋色	pfqs
批发市场	pfui
匍匐之救	pfvj
皮肤之见	pfvj
匹夫之谅	pfvl
劈风斩浪	pfvl
颇费周折	pfvv
平反昭雪	pfvx
飘风骤雨	pfvy
匹夫之勇	pfvy
疲乏无力	pfwl
披发文身	pfwu
浦发银行	pfyh
平方英尺	pfyi
被发阳狂	pfyk
平方英里	pfyl
匹夫有责	pfyz
披发左衽	pfzr
评功摆好	pgbh
捧高踩低	pgcd
烹狗藏弓	pgcg
盘根错节	pgcj
攀高结贵	pgjg
披肝沥胆	pgld
评功论赏	pglu
披肝沥血	pglx
破格录用	pgly
屁滚尿流	pgnl
破罐破摔	pgpu
破格提拔	pgtb
捧毂推轮	pgtl
爬高上低	pgud
披挂上阵	pguv
破瓜之年	pgvn
旁观者清	pgvq
刨根问底	pgwd
盘根问底	pgwd
破国亡家	pgwj
凭高望远	pgwy
颇感兴趣	pgxq
旁观袖手	pgxu
怕鬼有鬼	pgyg
攀高谒贵	pgyg
飘忽不定	phbd
徘徊不前	phbq
披红戴花	phdh
袍笏登场	phdi
批吭捣虚	phdx
披红挂彩	phgc
披红挂绿	phgl
徘徊观望	phgw
被褐怀珠	phhv
被褐怀玉	phhy
蓬户柴门	phim
排患解纷	phjf
澎湖列岛	phld
炮火连天	phlt
蓬蒿满径	phmj
批红判白	phpb
徘徊歧路	phql
攀花折柳	phul
偏好设置	phuv
配合无间	phwj
攀花问柳	phwl
蓬户瓮牖	phwy
剖毫析芒	phxm
片长薄技	pibj
派出机构	pijg
片长末技	pimj
破除迷信	pimx
骗吃骗喝	piph
陪吃陪喝	piph
破巢完卵	piwl
鹏程万里	piwl
排除万难	piwn
攀车卧辙	piwv
破愁为笑	piwx
排除异己	piyj
排斥异己	piyj
破巢余卵	piyl
瓶沉簪折	pizv
片甲不留	pjbl
贫贱不移	pjby
片接寸附	pjcf
破坚摧刚	pjcg
旁见侧出	pjci
破家荡产	pjdi
骈肩叠迹	pjdj
平均地权	pjdq
披枷带锁	pjds
破奸发伏	pjff
破镜分钗	pjfi
贫贱夫妻	pjfq
平均工资	pjgz
破茧成蝶	pjid
牝鸡晨鸣	pjim
破镜重圆	pjiy
贫贱骄人	pjjr
攀今揽古	pjlg
潘江陆海	pjlh
骈肩累迹	pjlj
破旧立新	pjlx
骈肩累足	pjlz
拼尽全力	pjql
普济群生	pjqu
平均气温	pjqw
剖决如流	pjrl
普降瑞雪	pjrx
牝鸡司旦	pjsd
平均速度	pjsd
牝鸡司晨	pjsi
破家散业	pjsy
否极泰来	pjtl
贫贱之交	pjvj
披荆斩棘	pjvj
披坚执锐	pjvr
普济众生	pjvu
贫贱之知	pjvv
平均主义	pjvy
片甲无存	pjwc
破家为国	pjwg
破家亡国	pjwg
炮舰外交	pjwj
平静无事	pjwu
破矩为圆	pjwy
破家县令	pjxl
破家鬻子	pjyz
贫贱糟糠	pjzk
破口大骂	pkdm
贫困地区	pkdq
贫困交加	pkjj
贫困潦倒	pkld
凭空捏造	pknz
怕苦怕累	pkpl
贫困人口	pkrk
皮开肉破	pkrp
皮开肉绽	pkrv
赔礼道歉	pldq
普罗大众	pldv
攀龙附凤	plff
攀龙附骥	plfj
攀萝附木	plfm
披露腹心	plfx
攀鳞附翼	plfy
披沥肝胆	plgd
披露肝胆	plgd
扑了个空	plgk
皮里抽肉	plir
潘陆江海	pljh
匹拉米洞	plmd
婆罗门教	plmj
炮龙烹凤	plpf
烹龙炮凤	plpf
噼里啪啦	plpl
跑来跑去	plpq
破浪前进	plqj
攀龙托凤	pltf
爬罗剔抉	pltj
烹龙煮凤	plvf
蒲柳之质	plvv
炮烙之刑	plvx
蒲柳之姿	plvz
蓬莱仙境	plxj
凭良心说	plxu
皮里阳秋	plyq
瞟了一眼	plyy
蓬门荜户	pmbh
屏幕保护	pmbh
泡沫玻璃	pmbl
盆满钵满	pmbm
平民百姓	pmbx
铺谋定计	pmdj
披毛戴角	pmdj
匹马单枪	pmdq
披麻带索	pmds
匹马当先	pmdx
披麻戴孝	pmdx
破门而出	pmei
扑面而来	pmel
破门而入	pmer
跑马观花	pmgh
庞眉鹤发	pmhf
庞眉皓首	pmhu
蓬门荆布	pmjb
披麻救火	pmjh
平面几何	pmjh
票面价值	pmjv
拍马溜须	pmlx
跑马卖解	pmmx
铺眉蒙眼	pmmy
泡沫塑料	pmsl
铺眉苫眼	pmuy
旁门外道	pmwd
盘马弯弓	pmwg
旁门小道	pmxd
盘木朽株	pmxv
旁门左道	pmzd
破脑刳心	pnkx
睥睨天下	pntx
盘尼西林	pnxl
睥睨一切	pnyq
平平安安	ppaa
蓬蓬勃勃	ppbb
偏旁部首	ppbu
平平淡淡	ppdd
飘萍断梗	ppdg
铺平道路	ppdl
仆仆道途	ppdt
频频点头	ppdt
瓢泼大雨	ppdy
翩翩风度	ppfd
仆仆风尘	ppfi
瓶瓶罐罐	ppgg
凭票供应	ppgy
翩翩公子	ppgz
平平常常	ppii
平平静静	ppjj
批评教育	ppjy
漂漂亮亮	ppll
破破烂烂	ppll
婆婆妈妈	ppmm
拍拍马屁	ppmp
枇杷门巷	ppmx
娉娉袅袅	ppnn
翩翩年少	ppnu
拍拍屁股	pppg
噼噼啪啪	pppp
萍飘蓬转	pppv
翩翩起舞	ppqw
普普通通	pptt
翩翩少年	ppun
朴朴实实	ppuu
平平整整	ppvv
批评指正	ppvv
平铺直叙	ppvx
乒乓外交	ppwj
泼皮无赖	ppwl
平平无奇	ppwq
平平稳稳	ppww
澎湃汹涌	ppxy
碰碰运气	ppyq
飘飘欲仙	ppyx
平平仄仄	ppzz
烹犬藏弓	pqcg
旁敲侧击	pqcj
攀亲道故	pqdg
披裘负薪	pqfx
破琴绝弦	pqjx
旁求俊彦	pqjy
瓶罄罍耻	pqli
平起平坐	pqpz
抛妻弃子	pqqz
迫切需要	pqxy
迫切要求	pqyq
庞然大物	prdw
判若黑白	prhb
判若鸿沟	prhg
翩若惊鸿	prjh
判若两人	prlr
翩然起舞	prqw
判若天渊	prty
判若水火	pruh
皮肉之苦	prvk
旁若无人	prwr
怦然心动	prxd
判若云泥	pryn
飘然欲仙	pryx
判若云渊	pryy
旁搜博采	psbc
菩萨保佑	psby
朴素大方	psdf
菩萨低眉	psdm
魄散魂飞	pshf
魄散魂消	pshx
拼死拼活	psph
婆娑起舞	psqw
怕死贪生	pstu
破碎支离	psvl
朴素无华	pswh
菩萨心肠	psxi
旁搜远绍	psyu
平头百姓	ptbx
破土动工	ptdg
泼天大祸	ptdh
滂沱大雨	ptdy
破土而出	ptei
娉婷婀娜	pten
破涕而笑	ptex
攀藤附葛	ptfg
铺天盖地	ptgd
劈头盖脸	ptgl
蓬头垢面	ptgm
配套成龙	ptil
破涕成笑	ptix
普通教育	ptjy
攀藤揽葛	ptlg
蓬头历齿	ptli
抛头露面	ptlm
破铜烂铁	ptlt
品头论足	ptlz
评头论足	ptlz
娉婷袅娜	ptnn
劈头劈脸	ptpl
劈头劈脑	ptpn
偏听偏信	ptpx
评头品足	ptpz
旁通曲畅	ptqi
葡萄球菌	ptqj
蓬头散发	ptsf
披头散发	ptsf
普天同庆	pttq
品头题足	pttz
捧头鼠窜	ptuc
普天率土	ptut
溥天率土	ptut
平头正脸	ptvl
排闼直入	ptvr
普天之下	ptvx
破涕为笑	ptwx
披头跣足	ptxz
蓬头跣足	ptxz
普通用户	ptyh
普天匝地	ptzd
旁收博采	pubc
被山带河	pudh
排山倒海	pudh
拍手称快	puik
骈首就逮	pujd
拍手叫好	pujh
披沙拣金	pujj
骈首就戮	pujl
骈首就死	pujs
普世价值	pujv
骈首就系	pujx
平沙落雁	puly
披霜冒露	puml
扑朔迷离	puml
披沙剖璞	pupp
濮上桑间	pusj
爬梳剔抉	putj
爬山涉水	puuu
濮上之音	puvy
胼手胝足	puvz
朴实无华	puwh
蹒跚学步	puxb
萍水相逢	puxf
萍水相交	puxj
赔身下气	puxq
爬梳洗剔	puxt
萍水相遇	puxy
派上用场	puyi
皮之不存	pvbc
破绽百出	pvbi
弸中彪外	pvbw
旁徵博引	pvby
旁征博引	pvby
品种繁多	pvfd
拍掌称快	pvik
铺张浪费	pvlf
骈枝俪叶	pvly
抛之脑后	pvnh
平整土地	pvtd
品竹调丝	pvts
品竹弹丝	pvts
品竹调弦	pvtx
平治天下	pvtx
胼胝手足	pvuz
破竹之势	pvvu
片纸只字	pvvz
配置文件	pvwj
偏转线圈	pvxq
膨胀系数	pvxu
铺张扬厉	pvyl
抛砖引玉	pvyy
片瓦不存	pwbc
片瓦不留	pwbl
颇为不易	pwby
破瓦寒窑	pwhy
佩韦佩弦	pwpx
破瓦颓垣	pwty
蓬屋生辉	pwuh
贫无置锥	pwvv
片瓦无存	pwwc
披文握武	pwww
飘瓦虚舟	pwxv
破玩意儿	pwye
盼望已久	pwyj
潘文乐旨	pwyv
平稳运行	pwyx
爬行动物	pxdw
披星戴月	pxdy
平心而论	pxel
盘旋而上	pxeu
平心静气	pxjq
品学兼优	pxjy
抛乡离井	pxlj
派系林立	pxll
披心沥血	pxlx
旁系亲属	pxqu
翩跹起舞	pxqw
咆哮如雷	pxrl
平行投影	pxty
皮相之见	pxvj
贫下中农	pxvn
皮相之谈	pxvt
皮下注射	pxvu
培训中心	pxvx
剖心析肝	pxxg
旁行斜上	pxxu
剖玄析微	pxxw
捧心西子	pxxz
偏心眼儿	pxye
平心易气	pxyq
偏信则暗	pxza
平行作业	pxzy
疲于奔命	pybm
飘茵堕溷	pydh
颇有道理	pydl
攀炎附热	pyfr
排异反应	pyfy
飘洋过海	pygh
漂洋过海	pygh
璞玉浑金	pyhj
片羽吉光	pyjg
泼油救火	pyjh
拼音加加	pyjj
平易近民	pyjm
排忧解难	pyjn
平易近人	pyjr
飘茵落溷	pylh
破衣烂衫	pylu
蓬牖茅椽	pymi
旁引曲证	pyqv
喷云吐雾	pytw
破业失产	pyui
平庸之辈	pyvb
片语只辞	pyvc
潘杨之睦	pyvm
片言只语	pyvy
片言只字	pyvz
颇有微词	pywc
盘游无度	pywd
迫于无奈	pywn
攀辕卧辙	pywv
破颜微笑	pywx
拼音文字	pywz
颇有心得	pyxd
旁逸斜出	pyxi
迫于形势	pyxu
剖幽析微	pyxw
喷云泄雾	pyxw
疲于应付	pyyf
平原易野	pyyy
拼音字母	pyzm
萍踪不定	pzbd
破甑不顾	pzbg
贫嘴薄舌	pzbu
萍踪梗迹	pzgj
佩紫怀黄	pzhh
贫嘴贱舌	pzju
扑作教刑	pzjx
萍踪浪迹	pzlj
萍踪浪影	pzly
萍踪靡定	pzmd
迫在眉睫	pzmj
破甑生尘	pzui
捧在手心	pzux
乞哀告怜	qagl
弃暗投明	qatm
去暗投明	qatm
气傲心高	qaxg
寝不安席	qbax
前半部分	qbbf
千杯不醉	qbbz
前半辈子	qbbz
弃笔从戎	qbcr
遣兵调将	qbdj
穷兵黩武	qbdw
强兵富国	qbfg
全璧归赵	qbgv
岂不怪哉	qbgz
寝不遑安	qbha
取保候审	qbhu
寝不成寐	qbim
泣不成声	qbiu
七步成诗	qbiu
裘敝金尽	qbjj
情比金坚	qbjj
情报检索	qbjs
强本节用	qbjy
敲冰戛玉	qbjy
巧不可阶	qbkj
情不可却	qbkq
泣不可仰	qbky
岂不快哉	qbkz
曲不离口	qblk
拳不离手	qblu
岂不美哉	qbmz
弃本求末	qbqm
强本弱末	qbrm
妻不如妾	qbrq
妾不如偷	qbrt
强本弱枝	qbrv
千遍万遍	qbwb
千变万化	qbwh
却病延年	qbyn
祛病延年	qbyn
情不自禁	qbzj
谦卑自牧	qbzm
情不自已	qbzy
七彩缤纷	qcbf
遣词措意	qccy
强词夺理	qcdl
轻财贵义	qcgy
轻财好士	qchu
轻财好施	qchu
清仓查库	qcik
亲操井臼	qcjj
遣词立意	qcly
去粗取精	qcqj
群策群力	qcql
求才若渴	qcrk
青葱岁月	qcsy
轻财尚义	qcuy
轻财重士	qcvu
群雌粥粥	qcvv
轻财仗义	qcvy
轻财重义	qcvy
青翠欲滴	qcyd
清脆悦耳	qcye
遣词造句	qczj
气度不凡	qdbf
前端代码	qddm
青灯古佛	qdgf
请多关照	qdgv
裙带关系	qdgx
恰到好处	qdhi
青灯黄卷	qdhj
抢地呼天	qdht
情窦初开	qdik
屈打成招	qdiv
驱动程序	qdix
拳打脚踢	qdjt
强打精神	qdju
前度刘郎	qdll
庆大霉素	qdms
巧夺天工	qdtg
穷大失居	qduj
前段时间	qduj
耆德硕老	qdul
亲当矢石	qduu
气定神闲	qdux
请多指教	qdvj
气得志满	qdvm
千刀万剐	qdwg
千叮万嘱	qdwv
确定无疑	qdwy
期待已久	qdyj
穷达有命	qdym
求道于盲	qdym
齐东野语	qdyy
千儿八百	qebb
求而不得	qebd
锲而不舍	qebu
弃恶从善	qecu
取而代之	qedv
穷而后工	qehg
妻儿老少	qelu
妻儿老小	qelx
乞儿马医	qemy
倾耳拭目	qeum
去恶务尽	qewj
千恩万谢	qewx
轻而易举	qeyj
起伏不定	qfbd
千方百计	qfbj
庆父不死	qfbs
起伏跌宕	qfdd
棋逢对手	qfdu
棋逢敌手	qfdu
情非得已	qfdy
秋风过耳	qfge
清风高节	qfgj
奇峰怪石	qfgu
清风高谊	qfgy
前赴后继	qfhj
勤奋好学	qfhx
前俯后仰	qfhy
千帆竞发	qfjf
清风峻节	qfjj
凄风苦雨	qfky
清风亮节	qflj
清风两袖	qflx
秋风落叶	qfly
清风朗月	qfly
清风明月	qfmy
恰逢其会	qfqh
群防群治	qfqv
巧发奇中	qfqv
秋风送爽	qfsu
千夫所指	qfsv
起凤腾蛟	qftj
气愤填膺	qfty
切肤之痛	qfvt
千分之一	qfvy
千峰万壑	qfwh
秋风纨扇	qfwu
全副武装	qfwv
清风徐来	qfxl
秋风萧瑟	qfxs
奇风异俗	qfys
确非易事	qfyu
怯防勇战	qfyv
千古不变	qgbb
气概不凡	qgbf
七拱八翘	qgbq
千古不朽	qgbx
乾纲独断	qgdd
窃国大盗	qgdd
全国第一	qgdy
曲肱而枕	qgev
强国富民	qgfm
全国各地	qggd
全国冠军	qggj
曲高和寡	qghg
气贯虹霓	qghn
去国怀乡	qghx
清宫除道	qgid
气贯长虹	qgih
穷根究底	qgjd
千古绝唱	qgji
清规戒律	qgjl
强弓劲弩	qgjn
前功尽弃	qgjq
勤工俭学	qgjx
清歌妙舞	qgmw
轻歌曼舞	qgmw
窃钩窃国	qgqg
秋高气和	qgqh
倾国倾城	qgqi
敲骨取髓	qgqs
秋高气爽	qgqu
千古奇闻	qgqw
且歌且舞	qgqw
倾盖如故	qgrg
强干弱枝	qgrv
请功受赏	qguu
